NOC,Year,isHost,Gold,Total,gold_ratio,total_ratio,Avg_X_Gold,Avg_X_Total,AthletesCount,CountryNum,MedalCounts,Frequency,AvgMedalCounts
Malawi,2008,0,0,0,0,0,0,0,4,185,0,0,0
Malawi,2012,0,0,0,0,0,0,0,3,185,0,0,0
Malawi,2016,0,0,0,0,0,0,0,5,185,0,0,0
Malawi,2020,0,0,0,0,0,0,0,5,185,0,0,0
Malawi,2024,0,0,0,0,0,0,0,3,185,0,0,0
Maldives,1988,0,0,0,0,0,0,0,9,186,0,0,0
Maldives,1992,0,0,0,0,0,0,0,10,186,0,0,0
Maldives,1996,0,0,0,0,0,0,0,9,186,0,0,0
Maldives,2000,0,0,0,0,0,0,0,4,186,0,0,0
Maldives,2004,0,0,0,0,0,0,0,4,186,0,0,0
Maldives,2008,0,0,0,0,0,0,0,4,186,0,0,0
Maldives,2012,0,0,0,0,0,0,0,5,186,0,0,0
Maldives,2016,0,0,0,0,0,0,0,4,186,0,0,0
Maldives,2020,0,0,0,0,0,0,0,4,186,0,0,0
Maldives,2024,0,0,0,0,0,0,0,5,186,0,0,0
Mali,1964,0,0,0,0,0,0,0,2,188,0,0,0
Mali,1968,0,0,0,0,0,0,0,2,188,0,0,0
Mali,1972,0,0,0,0,0,0,0,3,188,0,0,0
Mali,1980,0,0,0,0,0,0,0,7,188,0,0,0
Mali,1984,0,0,0,0,0,0,0,5,188,0,0,0
Mali,1988,0,0,0,0,0,0,0,8,188,0,0,0
Mali,1992,0,0,0,0,0,0,0,6,188,0,0,0
Mali,1996,0,0,0,0,0,0,0,4,188,0,0,0
Mali,2000,0,0,0,0,0,0,0,5,188,0,0,0
Mali,2004,0,0,0,0,0,0,0,21,188,0,0,0
Mali,2008,0,0,0,0,0,0,0,17,188,0,0,0
Mali,2012,0,0,0,0,0,0,0,6,188,0,0,0
Mali,2016,0,0,0,0,0,0,0,6,188,0,0,0
Mali,2020,0,0,0,0,0,0,0,4,188,0,0,0
Mali,2024,0,0,0,0,0,0,0,24,188,0,0,0
Malta,1928,0,0,0,0,0,0,0,9,189,0,0,0
Malta,1936,0,0,0,0,0,0,0,11,189,0,0,0
Malta,1948,0,0,0,0,0,0,0,1,189,0,0,0
Malta,1960,0,0,0,0,0,0,0,13,189,0,0,0
Malta,1968,0,0,0,0,0,0,0,1,189,0,0,0
Malta,1972,0,0,0,0,0,0,0,5,189,0,0,0
Malta,1980,0,0,0,0,0,0,0,12,189,0,0,0
Malta,1984,0,0,0,0,0,0,0,7,189,0,0,0
Malta,1988,0,0,0,0,0,0,0,6,189,0,0,0
Malta,1992,0,0,0,0,0,0,0,8,189,0,0,0
Malta,1996,0,0,0,0,0,0,0,10,189,0,0,0
Malta,2000,0,0,0,0,0,0,0,7,189,0,0,0
Malta,2004,0,0,0,0,0,0,0,7,189,0,0,0
Malta,2008,0,0,0,0,0,0,0,6,189,0,0,0
Malta,2012,0,0,0,0,0,0,0,5,189,0,0,0
Malta,2016,0,0,0,0,0,0,0,8,189,0,0,0
Malta,2020,0,0,0,0,0,0,0,8,189,0,0,0
Malta,2024,0,0,0,0,0,0,0,5,189,0,0,0
Marshall Islands,2008,0,0,0,0,0,0,0,5,187,0,0,0
Marshall Islands,2012,0,0,0,0,0,0,0,4,187,0,0,0
Marshall Islands,2016,0,0,0,0,0,0,0,5,187,0,0,0
Marshall Islands,2020,0,0,0,0,0,0,0,2,187,0,0,0
Marshall Islands,2024,0,0,0,0,0,0,0,4,187,0,0,0
Mauritania,1984,0,0,0,0,0,0,0,2,190,0,0,0
Mauritania,1988,0,0,0,0,0,0,0,7,190,0,0,0
Mauritania,1992,0,0,0,0,0,0,0,6,190,0,0,0
Mauritania,1996,0,0,0,0,0,0,0,4,190,0,0,0
Mauritania,2000,0,0,0,0,0,0,0,2,190,0,0,0
Mauritania,2004,0,0,0,0,0,0,0,2,190,0,0,0
Mauritania,2008,0,0,0,0,0,0,0,2,190,0,0,0
Mauritania,2012,0,0,0,0,0,0,0,2,190,0,0,0
Mauritania,2016,0,0,0,0,0,0,0,2,190,0,0,0
Mauritania,2020,0,0,0,0,0,0,0,2,190,0,0,0
Mauritania,2024,0,0,0,0,0,0,0,2,190,0,0,0
Myanmar,1948,0,0,0,0,0,0,0,5,191,0,0,0
Myanmar,1952,0,0,0,0,0,0,0,5,191,0,0,0
Myanmar,1956,0,0,0,0,0,0,0,12,191,0,0,0
Myanmar,1960,0,0,0,0,0,0,0,10,191,0,0,0
Myanmar,1964,0,0,0,0,0,0,0,12,191,0,0,0
Myanmar,1968,0,0,0,0,0,0,0,4,191,0,0,0
Myanmar,1972,0,0,0,0,0,0,0,19,191,0,0,0
Myanmar,1980,0,0,0,0,0,0,0,2,191,0,0,0
Myanmar,1984,0,0,0,0,0,0,0,1,191,0,0,0
Myanmar,1988,0,0,0,0,0,0,0,3,191,0,0,0
Myanmar,1992,0,0,0,0,0,0,0,5,191,0,0,0
Myanmar,1996,0,0,0,0,0,0,0,3,191,0,0,0
Myanmar,2000,0,0,0,0,0,0,0,7,191,0,0,0
Myanmar,2004,0,0,0,0,0,0,0,2,191,0,0,0
Myanmar,2008,0,0,0,0,0,0,0,7,191,0,0,0
Myanmar,2012,0,0,0,0,0,0,0,6,191,0,0,0
Myanmar,2016,0,0,0,0,0,0,0,8,191,0,0,0
Myanmar,2020,0,0,0,0,0,0,0,2,191,0,0,0
Myanmar,2024,0,0,0,0,0,0,0,2,191,0,0,0
Nauru,1996,0,0,0,0,0,0,0,3,194,0,0,0
Nauru,2000,0,0,0,0,0,0,0,2,194,0,0,0
Nauru,2004,0,0,0,0,0,0,0,3,194,0,0,0
Nauru,2008,0,0,0,0,0,0,0,1,194,0,0,0
Nauru,2012,0,0,0,0,0,0,0,2,194,0,0,0
Nauru,2016,0,0,0,0,0,0,0,2,194,0,0,0
Nauru,2020,0,0,0,0,0,0,0,2,194,0,0,0
Nauru,2024,0,0,0,0,0,0,0,1,194,0,0,0
Nepal,1964,0,0,0,0,0,0,0,6,193,0,0,0
Nepal,1972,0,0,0,0,0,0,0,2,193,0,0,0
Nepal,1976,0,0,0,0,0,0,0,1,193,0,0,0
Nepal,1980,0,0,0,0,0,0,0,10,193,0,0,0
Nepal,1984,0,0,0,0,0,0,0,10,193,0,0,0
Nepal,1988,0,0,0,0,0,0,0,20,193,0,0,0
Nepal,1992,0,0,0,0,0,0,0,2,193,0,0,0
Nepal,1996,0,0,0,0,0,0,0,6,193,0,0,0
Nepal,2000,0,0,0,0,0,0,0,5,193,0,0,0
Nepal,2004,0,0,0,0,0,0,0,6,193,0,0,0
Nepal,2008,0,0,0,0,0,0,0,8,193,0,0,0
Nepal,2012,0,0,0,0,0,0,0,5,193,0,0,0
Nepal,2016,0,0,0,0,0,0,0,7,193,0,0,0
Nepal,2020,0,0,0,0,0,0,0,5,193,0,0,0
Nepal,2024,0,0,0,0,0,0,0,7,193,0,0,0
Nicaragua,1968,0,0,0,0,0,0,0,16,192,0,0,0
Nicaragua,1972,0,0,0,0,0,0,0,10,192,0,0,0
Nicaragua,1976,0,0,0,0,0,0,0,25,192,0,0,0
Nicaragua,1980,0,0,0,0,0,0,0,6,192,0,0,0
Nicaragua,1984,0,0,0,0,0,0,0,5,192,0,0,0
Nicaragua,1992,0,0,0,0,0,0,0,9,192,0,0,0
Nicaragua,1996,0,0,0,0,0,0,0,28,192,0,0,0
Nicaragua,2000,0,0,0,0,0,0,0,6,192,0,0,0
Nicaragua,2004,0,0,0,0,0,0,0,6,192,0,0,0
Nicaragua,2008,0,0,0,0,0,0,0,7,192,0,0,0
Nicaragua,2012,0,0,0,0,0,0,0,6,192,0,0,0
Nicaragua,2016,0,0,0,0,0,0,0,5,192,0,0,0
Nicaragua,2020,0,0,0,0,0,0,0,8,192,0,0,0
Nicaragua,2024,0,0,0,0,0,0,0,7,192,0,0,0
Oman,1984,0,0,0,0,0,0,0,22,195,0,0,0
Oman,1988,0,0,0,0,0,0,0,13,195,0,0,0
Oman,1992,0,0,0,0,0,0,0,5,195,0,0,0
Oman,1996,0,0,0,0,0,0,0,5,195,0,0,0
Oman,2000,0,0,0,0,0,0,0,8,195,0,0,0
Oman,2004,0,0,0,0,0,0,0,2,195,0,0,0
Oman,2008,0,0,0,0,0,0,0,4,195,0,0,0
Oman,2012,0,0,0,0,0,0,0,3,195,0,0,0
Oman,2016,0,0,0,0,0,0,0,4,195,0,0,0
Oman,2020,0,0,0,0,0,0,0,5,195,0,0,0
Oman,2024,0,0,0,0,0,0,0,4,195,0,0,0
Palau,2000,0,0,0,0,0,0,0,5,197,0,0,0
Palau,2004,0,0,0,0,0,0,0,4,197,0,0,0
Palau,2008,0,0,0,0,0,0,0,5,197,0,0,0
Palau,2012,0,0,0,0,0,0,0,5,197,0,0,0
Palau,2016,0,0,0,0,0,0,0,6,197,0,0,0
Palau,2020,0,0,0,0,0,0,0,3,197,0,0,0
Palau,2024,0,0,0,0,0,0,0,3,197,0,0,0
Palestine,1996,0,0,0,0,0,0,0,1,196,0,0,0
Palestine,2000,0,0,0,0,0,0,0,2,196,0,0,0
Palestine,2004,0,0,0,0,0,0,0,3,196,0,0,0
Palestine,2008,0,0,0,0,0,0,0,4,196,0,0,0
Palestine,2012,0,0,0,0,0,0,0,5,196,0,0,0
Palestine,2016,0,0,0,0,0,0,0,6,196,0,0,0
Palestine,2020,0,0,0,0,0,0,0,5,196,0,0,0
Palestine,2024,0,0,0,0,0,0,0,8,196,0,0,0
Papua New Guinea,1976,0,0,0,0,0,0,0,9,198,0,0,0
Papua New Guinea,1984,0,0,0,0,0,0,0,12,198,0,0,0
Papua New Guinea,1988,0,0,0,0,0,0,0,15,198,0,0,0
Papua New Guinea,1992,0,0,0,0,0,0,0,19,198,0,0,0
Papua New Guinea,1996,0,0,0,0,0,0,0,17,198,0,0,0
Papua New Guinea,2000,0,0,0,0,0,0,0,5,198,0,0,0
Papua New Guinea,2004,0,0,0,0,0,0,0,6,198,0,0,0
Papua New Guinea,2008,0,0,0,0,0,0,0,9,198,0,0,0
Papua New Guinea,2012,0,0,0,0,0,0,0,8,198,0,0,0
Papua New Guinea,2016,0,0,0,0,0,0,0,8,198,0,0,0
Papua New Guinea,2020,0,0,0,0,0,0,0,8,198,0,0,0
Papua New Guinea,2024,0,0,0,0,0,0,0,7,198,0,0,0
Republic of the Congo,1964,0,0,0,0,0,0,0,2,163,0,0,0
Republic of the Congo,1972,0,0,0,0,0,0,0,8,163,0,0,0
Republic of the Congo,1980,0,0,0,0,0,0,0,25,163,0,0,0
Republic of the Congo,1984,0,0,0,0,0,0,0,13,163,0,0,0
Republic of the Congo,1988,0,0,0,0,0,0,0,10,163,0,0,0
Republic of the Congo,1992,0,0,0,0,0,0,0,10,163,0,0,0
Republic of the Congo,1996,0,0,0,0,0,0,0,5,163,0,0,0
Republic of the Congo,2000,0,0,0,0,0,0,0,5,163,0,0,0
Republic of the Congo,2004,0,0,0,0,0,0,0,5,163,0,0,0
Republic of the Congo,2008,0,0,0,0,0,0,0,5,163,0,0,0
Republic of the Congo,2012,0,0,0,0,0,0,0,7,163,0,0,0
Republic of the Congo,2016,0,0,0,0,0,0,0,10,163,0,0,0
Republic of the Congo,2020,0,0,0,0,0,0,0,3,163,0,0,0
Republic of the Congo,2024,0,0,0,0,0,0,0,4,163,0,0,0
Rwanda,1984,0,0,0,0,0,0,0,6,200,0,0,0
Rwanda,1988,0,0,0,0,0,0,0,8,200,0,0,0
Rwanda,1992,0,0,0,0,0,0,0,10,200,0,0,0
Rwanda,1996,0,0,0,0,0,0,0,4,200,0,0,0
Rwanda,2000,0,0,0,0,0,0,0,5,200,0,0,0
Rwanda,2004,0,0,0,0,0,0,0,5,200,0,0,0
Rwanda,2008,0,0,0,0,0,0,0,4,200,0,0,0
Rwanda,2012,0,0,0,0,0,0,0,7,200,0,0,0
Rwanda,2016,0,0,0,0,0,0,0,7,200,0,0,0
Rwanda,2020,0,0,0,0,0,0,0,5,200,0,0,0
Rwanda,2024,0,0,0,0,0,0,0,8,200,0,0,0
Saint Kitts and Nevis,1996,0,0,0,0,0,0,0,14,203,0,0,0
Saint Kitts and Nevis,2000,0,0,0,0,0,0,0,4,203,0,0,0
Saint Kitts and Nevis,2004,0,0,0,0,0,0,0,2,203,0,0,0
Saint Kitts and Nevis,2008,0,0,0,0,0,0,0,6,203,0,0,0
Saint Kitts and Nevis,2012,0,0,0,0,0,0,0,7,203,0,0,0
Saint Kitts and Nevis,2016,0,0,0,0,0,0,0,9,203,0,0,0
Saint Kitts and Nevis,2020,0,0,0,0,0,0,0,2,203,0,0,0
Saint Kitts and Nevis,2024,0,0,0,0,0,0,0,3,203,0,0,0
Saint Vincent and the Grenadines,1988,0,0,0,0,0,0,0,6,213,0,0,0
Saint Vincent and the Grenadines,1992,0,0,0,0,0,0,0,8,213,0,0,0
Saint Vincent and the Grenadines,1996,0,0,0,0,0,0,0,12,213,0,0,0
Saint Vincent and the Grenadines,2000,0,0,0,0,0,0,0,4,213,0,0,0
Saint Vincent and the Grenadines,2004,0,0,0,0,0,0,0,3,213,0,0,0
Saint Vincent and the Grenadines,2008,0,0,0,0,0,0,0,2,213,0,0,0
Saint Vincent and the Grenadines,2012,0,0,0,0,0,0,0,3,213,0,0,0
Saint Vincent and the Grenadines,2016,0,0,0,0,0,0,0,4,213,0,0,0
Saint Vincent and the Grenadines,2020,0,0,0,0,0,0,0,3,213,0,0,0
Saint Vincent and the Grenadines,2024,0,0,0,0,0,0,0,4,213,0,0,0
Seychelles,1980,0,0,0,0,0,0,0,21,202,0,0,0
Seychelles,1984,0,0,0,0,0,0,0,15,202,0,0,0
Seychelles,1992,0,0,0,0,0,0,0,21,202,0,0,0
Seychelles,1996,0,0,0,0,0,0,0,9,202,0,0,0
Seychelles,2000,0,0,0,0,0,0,0,9,202,0,0,0
Seychelles,2004,0,0,0,0,0,0,0,10,202,0,0,0
Seychelles,2008,0,0,0,0,0,0,0,10,202,0,0,0
Seychelles,2012,0,0,0,0,0,0,0,6,202,0,0,0
Seychelles,2016,0,0,0,0,0,0,0,10,202,0,0,0
Seychelles,2020,0,0,0,0,0,0,0,6,202,0,0,0
Seychelles,2024,0,0,0,0,0,0,0,3,202,0,0,0
Sierra Leone,1968,0,0,0,0,0,0,0,4,204,0,0,0
Sierra Leone,1980,0,0,0,0,0,0,0,32,204,0,0,0
Sierra Leone,1984,0,0,0,0,0,0,0,10,204,0,0,0
Sierra Leone,1988,0,0,0,0,0,0,0,20,204,0,0,0
Sierra Leone,1992,0,0,0,0,0,0,0,15,204,0,0,0
Sierra Leone,1996,0,0,0,0,0,0,0,19,204,0,0,0
Sierra Leone,2000,0,0,0,0,0,0,0,3,204,0,0,0
Sierra Leone,2004,0,0,0,0,0,0,0,2,204,0,0,0
Sierra Leone,2008,0,0,0,0,0,0,0,3,204,0,0,0
Sierra Leone,2012,0,0,0,0,0,0,0,2,204,0,0,0
Sierra Leone,2016,0,0,0,0,0,0,0,4,204,0,0,0
Sierra Leone,2020,0,0,0,0,0,0,0,4,204,0,0,0
Sierra Leone,2024,0,0,0,0,0,0,0,4,204,0,0,0
So Tom and Prncipe,1996,0,0,0,0,0,0,0,2,208,0,0,0
So Tom and Prncipe,2000,0,0,0,0,0,0,0,2,208,0,0,0
So Tom and Prncipe,2004,0,0,0,0,0,0,0,2,208,0,0,0
So Tom and Prncipe,2008,0,0,0,0,0,0,0,4,208,0,0,0
So Tom and Prncipe,2012,0,0,0,0,0,0,0,2,208,0,0,0
So Tom and Prncipe,2016,0,0,0,0,0,0,0,3,208,0,0,0
So Tom and Prncipe,2020,0,0,0,0,0,0,0,5,208,0,0,0
So Tom and Prncipe,2024,0,0,0,0,0,0,0,3,208,0,0,0
Solomon Islands,1984,0,0,0,0,0,0,0,3,205,0,0,0
Solomon Islands,1988,0,0,0,0,0,0,0,5,205,0,0,0
Solomon Islands,1992,0,0,0,0,0,0,0,1,205,0,0,0
Solomon Islands,1996,0,0,0,0,0,0,0,4,205,0,0,0
Solomon Islands,2000,0,0,0,0,0,0,0,2,205,0,0,0
Solomon Islands,2004,0,0,0,0,0,0,0,2,205,0,0,0
Solomon Islands,2008,0,0,0,0,0,0,0,3,205,0,0,0
Solomon Islands,2012,0,0,0,0,0,0,0,4,205,0,0,0
Solomon Islands,2016,0,0,0,0,0,0,0,3,205,0,0,0
Solomon Islands,2020,0,0,0,0,0,0,0,3,205,0,0,0
Solomon Islands,2024,0,0,0,0,0,0,0,2,205,0,0,0
Somalia,1972,0,0,0,0,0,0,0,4,206,0,0,0
Somalia,1984,0,0,0,0,0,0,0,9,206,0,0,0
Somalia,1988,0,0,0,0,0,0,0,5,206,0,0,0
Somalia,1996,0,0,0,0,0,0,0,4,206,0,0,0
Somalia,2000,0,0,0,0,0,0,0,2,206,0,0,0
Somalia,2004,0,0,0,0,0,0,0,2,206,0,0,0
Somalia,2008,0,0,0,0,0,0,0,2,206,0,0,0
Somalia,2012,0,0,0,0,0,0,0,2,206,0,0,0
Somalia,2016,0,0,0,0,0,0,0,2,206,0,0,0
Somalia,2020,0,0,0,0,0,0,0,2,206,0,0,0
Somalia,2024,0,0,0,0,0,0,0,1,206,0,0,0
South Sudan,2016,0,0,0,0,0,0,0,3,207,0,0,0
South Sudan,2020,0,0,0,0,0,0,0,2,207,0,0,0
South Sudan,2024,0,0,0,0,0,0,0,14,207,0,0,0
The Gambia,1984,0,0,0,0,0,0,0,16,170,0,0,0
The Gambia,1988,0,0,0,0,0,0,0,6,170,0,0,0
The Gambia,1992,0,0,0,0,0,0,0,8,170,0,0,0
The Gambia,1996,0,0,0,0,0,0,0,12,170,0,0,0
The Gambia,2000,0,0,0,0,0,0,0,2,170,0,0,0
The Gambia,2004,0,0,0,0,0,0,0,3,170,0,0,0
The Gambia,2008,0,0,0,0,0,0,0,3,170,0,0,0
The Gambia,2012,0,0,0,0,0,0,0,2,170,0,0,0
The Gambia,2016,0,0,0,0,0,0,0,4,170,0,0,0
The Gambia,2020,0,0,0,0,0,0,0,5,170,0,0,0
The Gambia,2024,0,0,0,0,0,0,0,8,170,0,0,0
Timor-Leste,2004,0,0,0,0,0,0,0,2,210,0,0,0
Timor-Leste,2008,0,0,0,0,0,0,0,1,210,0,0,0
Timor-Leste,2012,0,0,0,0,0,0,0,2,210,0,0,0
Timor-Leste,2016,0,0,0,0,0,0,0,3,210,0,0,0
Timor-Leste,2020,0,0,0,0,0,0,0,3,210,0,0,0
Timor-Leste,2024,0,0,0,0,0,0,0,4,210,0,0,0
Tuvalu,2008,0,0,0,0,0,0,0,3,211,0,0,0
Tuvalu,2012,0,0,0,0,0,0,0,3,211,0,0,0
Tuvalu,2016,0,0,0,0,0,0,0,1,211,0,0,0
Tuvalu,2020,0,0,0,0,0,0,0,2,211,0,0,0
Tuvalu,2024,0,0,0,0,0,0,0,2,211,0,0,0
Vanuatu,1988,0,0,0,0,0,0,0,6,212,0,0,0
Vanuatu,1992,0,0,0,0,0,0,0,8,212,0,0,0
Vanuatu,1996,0,0,0,0,0,0,0,4,212,0,0,0
Vanuatu,2000,0,0,0,0,0,0,0,3,212,0,0,0
Vanuatu,2004,0,0,0,0,0,0,0,2,212,0,0,0
Vanuatu,2008,0,0,0,0,0,0,0,3,212,0,0,0
Vanuatu,2012,0,0,0,0,0,0,0,5,212,0,0,0
Vanuatu,2016,0,0,0,0,0,0,0,4,212,0,0,0
Vanuatu,2020,0,0,0,0,0,0,0,3,212,0,0,0
Vanuatu,2024,0,0,0,0,0,0,0,6,212,0,0,0
Yemen,1992,0,0,0,0,0,0,0,8,214,0,0,0
Yemen,1996,0,0,0,0,0,0,0,4,214,0,0,0
Yemen,2000,0,0,0,0,0,0,0,2,214,0,0,0
Yemen,2004,0,0,0,0,0,0,0,3,214,0,0,0
Yemen,2008,0,0,0,0,0,0,0,8,214,0,0,0
Yemen,2012,0,0,0,0,0,0,0,4,214,0,0,0
Yemen,2016,0,0,0,0,0,0,0,3,214,0,0,0
Yemen,2020,0,0,0,0,0,0,0,6,214,0,0,0
Yemen,2024,0,0,0,0,0,0,0,4,214,0,0,0
,2016,0,0,0,0,0,0,0,12,199,0,0,0
Guyana,1980,0,0,1,0,0.001584786,0,1,10,55,1,19,0.052631579
Sri Lanka,2000,0,0,1,0,0.001078749,0,1,24,120,1,19,0.052631579
Iraq,1960,0,0,1,0,0.002169197,0,1,28,64,1,16,0.0625
Senegal,1988,0,0,1,0,0.00135318,0,1,35,112,1,16,0.0625
Barbados,2000,0,0,1,0,0.001078749,0,1,28,11,1,14,0.071428571
Paraguay,2004,0,0,1,0,0.001079914,0,1,22,98,1,14,0.071428571
Sudan,2008,0,0,1,0,0.001043841,0,1,9,121,1,14,0.071428571
Virgin Islands,1988,0,0,1,0,0.00135318,0,1,46,144,1,14,0.071428571
Gabon,2012,0,0,1,0,0.001041667,0,1,21,47,1,12,0.083333333
Togo,2008,0,0,1,0,0.001043841,0,1,4,129,1,12,0.083333333
Burkina Faso,2020,0,0,1,0,0.000925926,0,1,8,19,1,11,0.090909091
Mauritius,2008,0,0,1,0,0.001043841,0,1,11,81,1,11,0.090909091
Samoa,1984,0,0,0,0,0,0,0,9,201,0,0,0.090909091
Samoa,1988,0,0,0,0,0,0,0,11,201,0,0,0.090909091
Samoa,1992,0,0,0,0,0,0,0,5,201,0,0,0.090909091
Samoa,1996,0,0,0,0,0,0,0,5,201,0,0,0.090909091
Samoa,2000,0,0,0,0,0,0,0,5,201,0,0,0.090909091
Samoa,2004,0,0,0,0,0,0,0,3,201,0,0,0.090909091
Samoa,2008,0,0,1,0,0.001043841,0,1,7,109,1,11,0.090909091
Samoa,2008,0,0,0,0,0,0,0,7,201,0,0,0.090909091
Samoa,2012,0,0,0,0,0,0,0,9,201,0,0,0.090909091
Samoa,2016,0,0,0,0,0,0,0,9,201,0,0,0.090909091
Samoa,2020,0,0,0,0,0,0,0,13,201,0,0,0.090909091
Samoa,2024,0,0,0,0,0,0,0,24,201,0,0,0.090909091
Tonga,1996,0,0,1,0,0.001187648,0,1,5,130,1,11,0.090909091
Bermuda,1976,0,0,1,0,0.001631321,0,1,20,14,2,20,0.1
Bermuda,2020,0,1,1,0.002941176,0.000925926,1,1,2,14,2,20,0.1
Djibouti,1988,0,0,1,0,0.00135318,0,1,6,35,1,10,0.1
Haiti,1924,0,0,1,0,0.002645503,0,1,16,56,2,18,0.111111111
Haiti,1928,0,0,1,0,0.003058104,0,1,3,56,2,18,0.111111111
Luxembourg,1900,0,1,1,0.010416667,0.003521127,1,1,1,79,3,27,0.111111111
Luxembourg,1920,0,0,1,0,0.002283105,0,1,35,79,3,27,0.111111111
Luxembourg,1952,0,1,1,0.006711409,0.002178649,1,1,101,79,3,27,0.111111111
Afghanistan,2008,0,0,1,0,0.001043841,0,1,4,0,2,16,0.125
Afghanistan,2012,0,0,1,0,0.001041667,0,1,6,0,2,16,0.125
Dominica,2024,0,1,1,0.00304878,0.000962464,1,1,4,36,1,8,0.125
North Macedonia,2020,0,0,1,0,0.000925926,0,1,8,94,1,8,0.125
Turkmenistan,2020,0,0,1,0,0.000925926,0,1,10,134,1,8,0.125
Tanzania,1980,0,0,2,0,0.003169572,0,2,48,127,2,15,0.133333333
Eritrea,2004,0,0,1,0,0.001079914,0,1,5,41,1,7,0.142857143
Niger,1972,0,0,1,0,0.001666667,0,1,4,91,2,14,0.142857143
Niger,2016,0,0,1,0,0.001028807,0,1,6,91,2,14,0.142857143
Suriname,1988,0,1,1,0.004149378,0.00135318,1,1,10,122,2,14,0.142857143
Suriname,1992,0,0,1,0,0.001226994,0,1,9,122,2,14,0.142857143
Cyprus,2012,0,0,1,0,0.001041667,0,1,13,31,2,12,0.166666667
Cyprus,2024,0,0,1,0,0.000962464,0,1,23,31,2,12,0.166666667
Mozambique,1996,0,0,1,0,0.001187648,0,1,3,87,2,12,0.166666667
Mozambique,2000,0,1,1,0.003333333,0.001078749,1,1,4,87,2,12,0.166666667
Iceland,1956,0,0,1,0,0.002132196,0,1,2,59,4,23,0.173913043
Iceland,1984,0,0,1,0,0.001453488,0,1,35,59,4,23,0.173913043
Iceland,2000,0,0,1,0,0.001078749,0,1,29,59,4,23,0.173913043
Iceland,2008,0,0,1,0,0.001043841,0,1,31,59,4,23,0.173913043
Guatemala,2012,0,0,1,0,0.001041667,0,1,24,54,3,17,0.176470588
Guatemala,2024,0,1,2,0.00304878,0.001924928,1,2,16,54,3,17,0.176470588
United Arab Emirates,2004,0,1,1,0.003322259,0.001079914,1,1,5,138,2,11,0.181818182
United Arab Emirates,2016,0,0,1,0,0.001028807,0,1,12,138,2,11,0.181818182
San Marino,2020,0,0,3,0,0.002777778,0,3,8,110,3,16,0.1875
Albania,2024,0,0,2,0,0.001924928,0,2,9,1,2,10,0.2
Montenegro,2012,0,0,1,0,0.001041667,0,1,34,85,1,5,0.2
Zambia,1984,0,0,1,0,0.001453488,0,1,18,146,3,15,0.2
Zambia,1996,0,0,1,0,0.001187648,0,1,8,146,3,15,0.2
Zambia,2024,0,0,1,0,0.000962464,0,1,32,146,3,15,0.2
Panama,1948,0,0,2,0,0.00486618,0,2,2,97,4,19,0.210526316
Panama,2008,0,1,1,0.003311258,0.001043841,1,1,5,97,4,19,0.210526316
Panama,2024,0,0,1,0,0.000962464,0,1,13,97,4,19,0.210526316
Kuwait,2000,0,0,1,0,0.001078749,0,1,30,75,3,14,0.214285714
Kuwait,2012,0,0,1,0,0.001041667,0,1,12,75,3,14,0.214285714
Kuwait,2020,0,0,1,0,0.000925926,0,1,10,75,3,14,0.214285714
Peru,1948,0,1,1,0.007246377,0.00243309,1,1,49,99,5,22,0.227272727
Peru,1984,0,0,1,0,0.001453488,0,1,44,99,5,22,0.227272727
Peru,1988,0,0,1,0,0.00135318,0,1,26,99,5,22,0.227272727
Peru,1992,0,0,1,0,0.001226994,0.25,1,21,99,5,22,0.227272727
Peru,2024,0,0,1,0,0.000962464,0,1,32,99,5,22,0.227272727
Costa Rica,1988,0,0,1,0,0.00135318,0,1,33,28,4,17,0.235294118
Costa Rica,1996,0,1,1,0.003690037,0.001187648,1,1,13,28,4,17,0.235294118
Costa Rica,2000,0,0,2,0,0.002157497,0,2,9,28,4,17,0.235294118
Burundi,1996,0,1,1,0.003690037,0.001187648,1,1,7,20,2,8,0.25
Burundi,2016,0,0,1,0,0.001028807,0,1,10,20,2,8,0.25
Fiji,2016,0,1,1,0.003267974,0.001028807,1,1,53,44,4,16,0.25
Fiji,2020,0,1,2,0.002941176,0.001851852,1,2,32,44,4,16,0.25
Fiji,2024,0,0,1,0,0.000962464,0,1,36,44,4,16,0.25
Saint Lucia,2024,0,1,2,0.00304878,0.001924928,1,2,5,108,2,8,0.25
Syria,1984,0,0,1,0,0.001453488,0,1,9,125,4,15,0.266666667
Syria,1996,0,1,1,0.003690037,0.001187648,1,1,8,125,4,15,0.266666667
Syria,2004,0,0,1,0,0.001079914,0,1,6,125,4,15,0.266666667
Syria,2020,0,0,1,0,0.000925926,0.25,1,6,125,4,15,0.266666667
Saudi Arabia,2000,0,0,2,0,0.002157497,0,2,23,111,4,13,0.307692308
Saudi Arabia,2012,0,0,1,0,0.001041667,0,1,23,111,4,13,0.307692308
Saudi Arabia,2020,0,0,1,0,0.000925926,0,1,33,111,4,13,0.307692308
Ghana,1960,0,0,1,0,0.002169197,0,1,15,50,5,16,0.3125
Ghana,1964,0,0,1,0,0.001984127,0,1,40,50,5,16,0.3125
Ghana,1972,0,0,1,0,0.001666667,0,1,41,50,5,16,0.3125
Ghana,1992,0,0,1,0,0.001226994,0,1,41,50,5,16,0.3125
Ghana,2020,0,0,1,0,0.000925926,0,1,16,50,5,16,0.3125
