Country,Year,Sport,Event,Gold,Total_Medals
France,1906,Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",0,1
France,1906,Tennis,Tennis Men's Doubles,2,2
France,1906,Tennis,Tennis Men's Singles,1,2
France,1906,Tennis,Tennis Mixed Doubles,2,2
France,1906,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",0,1
France,1908,Archery,Archery Men's Continental Style,1,3
France,1908,Athletics,"Athletics Men's 3 mile, Team",0,5
France,1908,Athletics,Athletics Men's High Jump,0,1
France,1908,Cycling,Cycling Men's 100 kilometres,0,1
France,1908,Cycling,"Cycling Men's 5,000 metres",0,2
France,1908,Cycling,Cycling Men's Sprint,0,1
France,1908,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",2,2
France,1908,Fencing,"Fencing Men's epee, Individual",1,3
France,1908,Fencing,"Fencing Men's epee, Team",7,7
France,1908,Gymnastics,Gymnastics Men's Individual All-Around,0,1
France,1908,Motorboating,Motorboating Mixed A-Class (Open),1,1
France,1908,Sailing,Sailing Mixed 6 metres,0,3
France,1908,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",0,6
France,1908,Shooting,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",0,4
France,1912,Art Competitions,Art Competitions Mixed Sculpturing,0,1
France,1912,Athletics,Athletics Men's 4 x 400 metres Relay,0,4
France,1912,Athletics,"Athletics Men's 5,000 metres",0,1
France,1912,Equestrianism,"Equestrianism Men's Jumping, Individual",1,1
France,1912,Equestrianism,"Equestrianism Men's Jumping, Team",0,4
France,1912,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",0,1
France,1912,Gymnastics,Gymnastics Men's Individual All-Around,0,1
France,1912,Sailing,Sailing Mixed 6 metres,3,3
France,1912,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",1,1
France,1912,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",1,1
France,1912,Tennis,Tennis Men's Doubles,0,2
France,1912,Tennis,"Tennis Men's Doubles, Covered Courts",2,2
France,1912,Tennis,"Tennis Men's Singles, Covered Courts",1,1
France,1912,Tennis,Tennis Mixed Doubles,0,2
France,1912,Tennis,Tennis Women's Singles,1,1
France,1920,Archery,"Archery Men's Target Archery, 28 metres, Individual",0,1
France,1920,Archery,"Archery Men's Target Archery, 28 metres, Team",0,8
France,1920,Archery,"Archery Men's Target Archery, 33 metres, Individual",0,1
France,1920,Archery,"Archery Men's Target Archery, 33 metres, Team",0,8
France,1920,Archery,"Archery Men's Target Archery, 50 metres, Individual",1,1
France,1920,Archery,"Archery Men's Target Archery, 50 metres, Team",0,8
France,1920,Art Competitions,Art Competitions Mixed Painting,0,1
France,1920,Athletics,"Athletics Men's 10,000 metres",0,1
France,1920,Athletics,Athletics Men's 4 x 100 metres Relay,0,4
France,1920,Athletics,Athletics Men's 4 x 400 metres Relay,0,4
France,1920,Athletics,"Athletics Men's 5,000 metres",1,1
France,1920,Boxing,Boxing Men's Featherweight,1,2
France,1920,Boxing,Boxing Men's Heavyweight,0,1
France,1920,Cycling,"Cycling Men's Road Race, Individual",0,1
France,1920,Cycling,"Cycling Men's Road Race, Team",4,4
France,1920,Equestrianism,"Equestrianism Men's Vaulting, Individual",0,1
France,1920,Equestrianism,"Equestrianism Men's Vaulting, Team",0,3
France,1920,Fencing,"Fencing Men's Foil, Individual",0,2
France,1920,Fencing,"Fencing Men's Foil, Team",0,8
France,1920,Fencing,"Fencing Men's Sabre, Team",0,4
France,1920,Fencing,"Fencing Men's epee, Individual",1,3
France,1920,Fencing,"Fencing Men's epee, Team",0,7
France,1920,Gymnastics,Gymnastics Men's Individual All-Around,0,2
France,1920,Gymnastics,Gymnastics Men's Team All-Around,0,26
France,1920,Rowing,Rowing Men's Coxed Pairs,0,3
France,1920,Rowing,Rowing Men's Double Sculls,0,2
France,1920,Rugby,Rugby Men's Rugby,0,15
France,1920,Sailing,Sailing Mixed 6.5 metres,0,3
France,1920,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres",0,1
France,1920,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",0,5
France,1920,Tennis,Tennis Men's Doubles,0,2
France,1920,Tennis,Tennis Mixed Doubles,2,2
France,1920,Tennis,Tennis Women's Doubles,0,2
France,1920,Tennis,Tennis Women's Singles,1,1
France,1920,Weightlifting,Weightlifting Men's Heavyweight,0,1
France,1920,Weightlifting,Weightlifting Men's Light-Heavyweight,1,1
France,1920,Weightlifting,Weightlifting Men's Middleweight,1,1
France,1924,Art Competitions,Art Competitions Mixed Literature,1,2
France,1924,Art Competitions,Art Competitions Mixed Sculpturing,0,1
France,1924,Athletics,"Athletics Men's 3,000 metres Steeplechase",0,1
France,1924,Athletics,"Athletics Men's Cross-Country, Team",0,6
France,1924,Athletics,Athletics Men's High Jump,0,1
France,1924,Boxing,Boxing Men's Bantamweight,0,1
France,1924,Cycling,"Cycling Men's Road Race, Individual",1,2
France,1924,Cycling,"Cycling Men's Road Race, Team",4,4
France,1924,Cycling,Cycling Men's Sprint,1,2
France,1924,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",2,2
France,1924,Equestrianism,"Equestrianism Men's Dressage, Individual",0,1
France,1924,Fencing,"Fencing Men's Foil, Individual",1,2
France,1924,Fencing,"Fencing Men's Foil, Team",8,8
France,1924,Fencing,"Fencing Men's Sabre, Individual",0,1
France,1924,Fencing,"Fencing Men's epee, Individual",0,1
France,1924,Fencing,"Fencing Men's epee, Team",7,7
France,1924,Gymnastics,Gymnastics Men's Horizontal Bar,0,1
France,1924,Gymnastics,Gymnastics Men's Rope Climbing,0,1
France,1924,Gymnastics,Gymnastics Men's Side Horse,1,3
France,1924,Gymnastics,Gymnastics Men's Team All-Around,0,8
France,1924,Rowing,Rowing Men's Coxed Fours,0,5
France,1924,Rowing,Rowing Men's Coxless Pairs,0,2
France,1924,Rowing,Rowing Men's Double Sculls,0,2
France,1924,Rugby,Rugby Men's Rugby,0,19
France,1924,Sailing,Sailing Mixed 8 metres,0,5
France,1924,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",0,5
France,1924,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1,1
France,1924,Tennis,Tennis Men's Doubles,0,4
France,1924,Tennis,Tennis Men's Singles,0,1
France,1924,Tennis,Tennis Women's Singles,0,1
France,1924,Water Polo,Water Polo Men's Water Polo,7,7
France,1924,Weightlifting,Weightlifting Men's Light-Heavyweight,1,1
France,1924,Weightlifting,Weightlifting Men's Lightweight,1,1
France,1924,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",1,1
France,1928,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",0,1
France,1928,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",0,1
France,1928,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",0,1
France,1928,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",1,1
France,1928,Athletics,"Athletics Men's 1,500 metres",0,1
France,1928,Athletics,Athletics Men's High Jump,0,1
France,1928,Athletics,Athletics Men's Marathon,1,1
France,1928,Boxing,Boxing Men's Flyweight,0,1
France,1928,Cycling,Cycling Men's Sprint,1,1
France,1928,Equestrianism,"Equestrianism Men's Dressage, Individual",0,1
France,1928,Equestrianism,"Equestrianism Men's Jumping, Individual",0,1
France,1928,Fencing,"Fencing Men's Foil, Individual",1,1
France,1928,Fencing,"Fencing Men's Foil, Team",0,6
France,1928,Fencing,"Fencing Men's epee, Individual",1,2
France,1928,Fencing,"Fencing Men's epee, Team",0,6
France,1928,Rowing,Rowing Men's Coxed Pairs,0,3
France,1928,Sailing,Sailing Mixed 8 metres,6,6
France,1928,Water Polo,Water Polo Men's Water Polo,0,9
France,1928,Weightlifting,Weightlifting Men's Light-Heavyweight,0,1
France,1928,Weightlifting,Weightlifting Men's Lightweight,0,1
France,1928,Weightlifting,Weightlifting Men's Middleweight,1,1
France,1928,Wrestling,"Wrestling Men's Heavyweight, Freestyle",0,1
France,1928,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",0,1
France,1928,Wrestling,"Wrestling Men's Lightweight, Freestyle",0,1
France,1932,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",3,3
France,1932,Athletics,Athletics Men's Discus Throw,0,1
France,1932,Cycling,"Cycling Men's 1,000 metres Time Trial",0,1
France,1932,Cycling,Cycling Men's Sprint,0,1
France,1932,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",2,2
France,1932,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",0,4
France,1932,Equestrianism,"Equestrianism Men's Dressage, Individual",1,2
France,1932,Equestrianism,"Equestrianism Men's Dressage, Team",3,3
France,1932,Fencing,"Fencing Men's Foil, Team",6,6
France,1932,Fencing,"Fencing Men's epee, Individual",0,1
France,1932,Fencing,"Fencing Men's epee, Team",6,6
France,1932,Rowing,Rowing Men's Coxed Pairs,0,3
France,1932,Sailing,Sailing Mixed One Person Dinghy,1,1
France,1932,Swimming,Swimming Men's 400 metres Freestyle,0,1
France,1932,Weightlifting,Weightlifting Men's Featherweight,1,1
France,1932,Weightlifting,Weightlifting Men's Light-Heavyweight,1,1
France,1932,Weightlifting,Weightlifting Men's Lightweight,1,1
France,1932,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",0,1
France,1932,Wrestling,"Wrestling Men's Lightweight, Freestyle",1,1
France,1936,Boxing,Boxing Men's Light-Heavyweight,1,1
France,1936,Boxing,Boxing Men's Middleweight,1,1
France,1936,Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres",0,1
France,1936,Cycling,"Cycling Men's 1,000 metres Time Trial",0,1
France,1936,Cycling,"Cycling Men's Road Race, Individual",1,2
France,1936,Cycling,"Cycling Men's Road Race, Team",4,4
France,1936,Cycling,Cycling Men's Sprint,0,1
France,1936,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",0,2
France,1936,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",4,4
France,1936,Equestrianism,"Equestrianism Men's Dressage, Team",0,3
France,1936,Fencing,"Fencing Men's Foil, Individual",0,1
France,1936,Fencing,"Fencing Men's Foil, Team",0,6
France,1936,Fencing,"Fencing Men's epee, Team",0,6
France,1936,Rowing,Rowing Men's Coxed Fours,0,5
France,1936,Rowing,Rowing Men's Coxed Pairs,0,3
France,1936,Shooting,"Shooting Men's Free Pistol, 50 metres",0,1
France,1936,Weightlifting,Weightlifting Men's Light-Heavyweight,1,1
France,1936,Wrestling,"Wrestling Men's Middleweight, Freestyle",1,1
France,1948,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",0,1
France,1948,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",1,1
France,1948,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",0,1
France,1948,Athletics,"Athletics Men's 10,000 metres",0,1
France,1948,Athletics,Athletics Men's 4 x 400 metres Relay,0,4
France,1948,Athletics,Athletics Men's 800 metres,0,1
France,1948,Athletics,Athletics Men's Decathlon,0,1
France,1948,Athletics,Athletics Women's Discus Throw,1,2
France,1948,Athletics,Athletics Women's High Jump,0,1
France,1948,Athletics,Athletics Women's Shot Put,1,1
France,1948,Basketball,Basketball Men's Basketball,0,14
France,1948,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",0,2
France,1948,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",0,2
France,1948,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0,1
France,1948,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",0,1
France,1948,Cycling,"Cycling Men's 1,000 metres Time Trial",1,1
France,1948,Cycling,"Cycling Men's Road Race, Individual",1,1
France,1948,Cycling,"Cycling Men's Road Race, Team",0,4
France,1948,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",0,2
France,1948,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",4,4
France,1948,Equestrianism,"Equestrianism Men's Dressage, Individual",0,1
France,1948,Equestrianism,"Equestrianism Men's Dressage, Team",3,3
France,1948,Equestrianism,"Equestrianism Men's Jumping, Individual",0,1
France,1948,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",1,1
France,1948,Fencing,"Fencing Men's Foil, Individual",1,2
France,1948,Fencing,"Fencing Men's Foil, Team",6,6
France,1948,Fencing,"Fencing Men's epee, Team",6,6
France,1948,Swimming,Swimming Men's 100 metres Backstroke,0,1
France,1948,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,4
France,1948,Wrestling,"Wrestling Men's Bantamweight, Freestyle",0,1
France,1952,Athletics,"Athletics Men's 10,000 metres",0,1
France,1952,Athletics,"Athletics Men's 5,000 metres",0,1
France,1952,Boxing,Boxing Men's Featherweight,0,1
France,1952,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",2,2
France,1952,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",0,1
France,1952,Cycling,"Cycling Men's Road Race, Team",0,4
France,1952,Diving,Diving Women's Springboard,0,1
France,1952,Equestrianism,"Equestrianism Men's Jumping, Individual",1,1
France,1952,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",0,1
France,1952,Equestrianism,"Equestrianism Mixed Dressage, Individual",0,1
France,1952,Fencing,"Fencing Men's Foil, Individual",1,1
France,1952,Fencing,"Fencing Men's Foil, Team",6,6
France,1952,Fencing,"Fencing Men's Sabre, Team",0,6
France,1952,Rowing,Rowing Men's Coxed Pairs,3,3
France,1952,Rowing,Rowing Men's Coxless Fours,0,4
France,1952,Swimming,Swimming Men's 100 metres Backstroke,0,1
France,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,4
France,1952,Swimming,Swimming Men's 400 metres Freestyle,1,1
France,1956,Athletics,Athletics Men's Marathon,1,1
France,1956,Boxing,Boxing Men's Flyweight,0,1
France,1956,Boxing,Boxing Men's Middleweight,0,1
France,1956,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",0,2
France,1956,Cycling,"Cycling Men's Road Race, Individual",0,1
France,1956,Cycling,"Cycling Men's Road Race, Team",4,4
France,1956,Cycling,Cycling Men's Sprint,1,1
France,1956,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",0,4
France,1956,Fencing,"Fencing Men's Foil, Individual",1,1
France,1956,Fencing,"Fencing Men's Foil, Team",0,6
France,1956,Fencing,"Fencing Men's epee, Team",0,5
France,1956,Fencing,"Fencing Women's Foil, Individual",0,1
France,1956,Rowing,Rowing Men's Coxless Fours,0,4
France,1956,Weightlifting,Weightlifting Men's Middle-Heavyweight,0,1
France,1960,Athletics,"Athletics Men's 1,500 metres",0,1
France,1960,Athletics,Athletics Men's 200 metres,0,1
France,1960,Equestrianism,"Equestrianism Men's Three-Day Event, Team",0,4
France,1960,Rowing,Rowing Men's Coxed Fours,0,5
France,1960,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",0,1
France,1964,Athletics,Athletics Men's 4 x 100 metres Relay,0,4
France,1964,Athletics,Athletics Women's 800 metres,0,1
France,1964,Boxing,Boxing Men's Light-Middleweight,0,1
France,1964,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",0,2
France,1964,Cycling,"Cycling Men's 1,000 metres Time Trial",0,1
France,1964,Cycling,Cycling Men's Sprint,0,1
France,1964,Equestrianism,"Equestrianism Mixed Jumping, Individual",1,1
France,1964,Equestrianism,"Equestrianism Mixed Jumping, Team",0,3
France,1964,Fencing,"Fencing Men's Foil, Individual",0,2
France,1964,Fencing,"Fencing Men's Foil, Team",0,5
France,1964,Fencing,"Fencing Men's Sabre, Individual",0,1
France,1964,Fencing,"Fencing Men's epee, Team",0,5
France,1964,Rowing,Rowing Men's Coxed Pairs,0,3
France,1964,Swimming,Swimming Women's 100 metres Backstroke,0,1
France,1968,Athletics,Athletics Men's 4 x 100 metres Relay,0,4
France,1968,Athletics,Athletics Women's 400 metres,1,1
France,1968,Cycling,"Cycling Men's 1,000 metres Time Trial",1,1
France,1968,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",1,1
France,1968,Cycling,Cycling Men's Sprint,1,2
France,1968,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",2,2
France,1968,Equestrianism,"Equestrianism Mixed Jumping, Team",0,3
France,1968,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",1,1
France,1968,Fencing,"Fencing Men's Foil, Individual",0,1
France,1968,Fencing,"Fencing Men's Foil, Team",5,5
France,1968,Modern Pentathlon,Modern Pentathlon Men's Team,0,3
France,1968,Swimming,Swimming Men's 400 metres Freestyle,0,1
France,1968,Wrestling,"Wrestling Men's Welterweight, Freestyle",0,1
France,1968,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",0,1
France,1972,Athletics,Athletics Men's 110 metres Hurdles,0,1
France,1972,Athletics,Athletics Men's 4 x 400 metres Relay,0,4
France,1972,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",0,2
France,1972,Cycling,Cycling Men's Sprint,1,1
France,1972,Fencing,"Fencing Men's Foil, Individual",0,1
France,1972,Fencing,"Fencing Men's Foil, Team",0,5
France,1972,Fencing,"Fencing Men's epee, Individual",0,1
France,1972,Judo,Judo Men's Lightweight,0,1
France,1972,Judo,Judo Men's Middleweight,0,1
France,1972,Judo,Judo Men's Open Class,0,1
France,1972,Sailing,Sailing Mixed One Person Dinghy,1,1
France,1972,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,0,2
France,1972,Shooting,Shooting Mixed Trap,0,1
France,1976,Athletics,Athletics Men's 110 metres Hurdles,1,1
France,1976,Cycling,Cycling Men's Sprint,0,1
France,1976,Equestrianism,"Equestrianism Mixed Jumping, Team",4,4
France,1976,Fencing,"Fencing Men's Foil, Individual",0,1
France,1976,Fencing,"Fencing Men's Foil, Team",0,5
France,1976,Fencing,"Fencing Women's Foil, Team",0,5
France,1976,Gymnastics,Gymnastics Men's Horizontal Bar,0,1
France,1976,Judo,Judo Men's Half-Middleweight,0,1
France,1976,Weightlifting,Weightlifting Men's Lightweight,0,1
France,1980,Athletics,Athletics Men's 4 x 100 metres Relay,0,4
France,1980,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",0,1
France,1980,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",0,1
France,1980,Cycling,Cycling Men's Sprint,0,1
France,1980,Fencing,"Fencing Men's Foil, Individual",0,1
France,1980,Fencing,"Fencing Men's Foil, Team",5,5
France,1980,Fencing,"Fencing Men's epee, Individual",0,1
France,1980,Fencing,"Fencing Men's epee, Team",5,5
France,1980,Fencing,"Fencing Women's Foil, Individual",1,1
France,1980,Fencing,"Fencing Women's Foil, Team",5,5
France,1980,Judo,Judo Men's Extra-Lightweight,1,1
France,1980,Judo,Judo Men's Half-Middleweight,0,1
France,1980,Judo,Judo Men's Heavyweight,1,1
France,1980,Judo,Judo Men's Open Class,0,1
France,1984,Athletics,"Athletics Men's 3,000 metres Steeplechase",0,1
France,1984,Athletics,Athletics Men's Pole Vault,1,2
France,1984,Athletics,Athletics Women's 100 metres Hurdles,0,1
France,1984,Boxing,Boxing Men's Light-Middleweight,0,1
France,1984,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",0,2
France,1984,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",0,2
France,1984,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",0,4
France,1984,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",0,1
France,1984,Cycling,"Cycling Men's 1,000 metres Time Trial",0,1
France,1984,Fencing,"Fencing Men's Foil, Team",0,5
France,1984,Fencing,"Fencing Men's Sabre, Individual",1,1
France,1984,Fencing,"Fencing Men's Sabre, Team",0,5
France,1984,Fencing,"Fencing Men's epee, Individual",1,2
France,1984,Fencing,"Fencing Men's epee, Team",0,5
France,1984,Fencing,"Fencing Women's Foil, Team",0,5
France,1984,Football,Football Men's Football,16,16
France,1984,Gymnastics,Gymnastics Men's Floor Exercise,0,1
France,1984,Judo,Judo Men's Half-Lightweight,0,1
France,1984,Judo,Judo Men's Half-Middleweight,0,1
France,1984,Judo,Judo Men's Heavyweight,0,1
France,1984,Modern Pentathlon,Modern Pentathlon Men's Team,0,3
France,1984,Sailing,Sailing Mixed Two Person Dinghy,0,2
France,1984,Shooting,"Shooting Men's Air Rifle, 10 metres",1,1
France,1984,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,1
France,1984,Swimming,Swimming Men's 200 metres Backstroke,0,1
France,1984,Swimming,Swimming Women's 100 metres Breaststroke,0,1
France,1988,Athletics,Athletics Men's 4 x 100 metres Relay,0,4
France,1988,Boxing,Boxing Men's Welterweight,0,1
France,1988,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",0,2
France,1988,Equestrianism,"Equestrianism Mixed Dressage, Individual",0,1
France,1988,Equestrianism,"Equestrianism Mixed Jumping, Individual",1,1
France,1988,Equestrianism,"Equestrianism Mixed Jumping, Team",0,4
France,1988,Fencing,"Fencing Men's Sabre, Individual",1,1
France,1988,Fencing,"Fencing Men's epee, Individual",0,1
France,1988,Fencing,"Fencing Men's epee, Team",5,5
France,1988,Judo,Judo Men's Half-Lightweight,0,1
France,1988,Judo,Judo Men's Lightweight,1,1
France,1988,Sailing,Sailing Men's Two Person Dinghy,2,2
France,1988,Sailing,Sailing Mixed Multihull,2,2
France,1988,Shooting,"Shooting Men's Air Rifle, 10 metres",0,1
France,1988,Swimming,Swimming Men's 100 metres Freestyle,0,1
France,1988,Swimming,Swimming Women's 100 metres Freestyle,0,1
France,1992,Archery,Archery Men's Individual,1,1
France,1992,Athletics,Athletics Women's 400 metres,1,1
France,1992,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",0,2
France,1992,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",0,2
France,1992,Canoeing,"Canoeing Men's Canadian Singles, Slalom",0,1
France,1992,Canoeing,"Canoeing Men's Kayak Singles, Slalom",0,1
France,1992,Cycling,Cycling Men's 100 kilometres Team Time Trial,0,4
France,1992,Cycling,"Cycling Women's Road Race, Individual",0,1
France,1992,Equestrianism,"Equestrianism Mixed Jumping, Team",0,4
France,1992,Fencing,"Fencing Men's Foil, Individual",1,1
France,1992,Fencing,"Fencing Men's Sabre, Individual",0,1
France,1992,Fencing,"Fencing Men's Sabre, Team",0,5
France,1992,Fencing,"Fencing Men's epee, Individual",1,2
France,1992,Handball,Handball Men's Handball,0,16
France,1992,Judo,Judo Men's Half-Middleweight,0,1
France,1992,Judo,Judo Men's Heavyweight,0,1
France,1992,Judo,Judo Men's Middleweight,0,1
France,1992,Judo,Judo Women's Extra-Lightweight,1,1
France,1992,Judo,Judo Women's Half-Heavyweight,0,1
France,1992,Judo,Judo Women's Half-Middleweight,1,1
France,1992,Judo,Judo Women's Heavyweight,0,1
France,1992,Sailing,Sailing Men's Windsurfer,1,1
France,1992,Sailing,Sailing Mixed Multihull,2,2
France,1992,Shooting,"Shooting Men's Air Rifle, 10 metres",0,1
France,1992,Swimming,Swimming Men's 100 metres Freestyle,0,1
France,1992,Swimming,Swimming Men's 200 metres Butterfly,0,1
France,1992,Swimming,Swimming Women's 100 metres Butterfly,0,1
France,1992,Table Tennis,Table Tennis Men's Singles,0,1
France,1996,Athletics,Athletics Men's Pole Vault,1,1
France,1996,Athletics,Athletics Women's 100 metres Hurdles,0,1
France,1996,Athletics,Athletics Women's 200 metres,1,1
France,1996,Athletics,Athletics Women's 400 metres,1,1
France,1996,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",2,2
France,1996,Canoeing,"Canoeing Men's Canadian Singles, Slalom",0,1
France,1996,Canoeing,"Canoeing Women's Kayak Singles, Slalom",0,1
France,1996,Cycling,"Cycling Men's 1,000 metres Time Trial",1,1
France,1996,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",0,1
France,1996,Cycling,"Cycling Men's Mountainbike, Cross-Country",0,1
France,1996,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",4,4
France,1996,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",0,1
France,1996,Cycling,Cycling Women's Individual Time Trial,0,1
France,1996,Cycling,Cycling Women's Points Race,1,1
France,1996,Cycling,"Cycling Women's Road Race, Individual",1,1
France,1996,Cycling,Cycling Women's Sprint,1,1
France,1996,Equestrianism,"Equestrianism Mixed Jumping, Individual",0,1
France,1996,Fencing,"Fencing Men's Foil, Individual",0,2
France,1996,Fencing,"Fencing Men's Sabre, Individual",0,1
France,1996,Fencing,"Fencing Men's epee, Team",0,3
France,1996,Fencing,"Fencing Women's epee, Individual",1,2
France,1996,Fencing,"Fencing Women's epee, Team",3,3
France,1996,Judo,Judo Men's Half-Heavyweight,0,1
France,1996,Judo,Judo Men's Half-Middleweight,1,1
France,1996,Judo,Judo Men's Heavyweight,1,1
France,1996,Judo,Judo Men's Lightweight,0,1
France,1996,Judo,Judo Women's Half-Lightweight,1,1
France,1996,Judo,Judo Women's Heavyweight,0,1
France,1996,Rowing,Rowing Men's Coxless Fours,0,4
France,1996,Rowing,Rowing Men's Coxless Pairs,0,2
France,1996,Rowing,Rowing Men's Double Sculls,0,2
France,1996,Rowing,Rowing Women's Coxless Pairs,0,2
France,1996,Shooting,"Shooting Men's Air Rifle, 10 metres",0,1
France,1996,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1,1
France,1996,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",0,1
France,2000,Basketball,Basketball Men's Basketball,0,12
France,2000,Boxing,Boxing Men's Flyweight,0,1
France,2000,Boxing,Boxing Men's Light-Flyweight,1,1
France,2000,Canoeing,"Canoeing Men's Canadian Singles, Slalom",1,1
France,2000,Canoeing,"Canoeing Women's Kayak Singles, Slalom",0,2
France,2000,Cycling,Cycling Men's Keirin,1,1
France,2000,Cycling,"Cycling Men's Mountainbike, Cross-Country",1,1
France,2000,Cycling,Cycling Men's Sprint,0,1
France,2000,Cycling,Cycling Men's Team Sprint,3,3
France,2000,Cycling,Cycling Women's 500 metres Time Trial,1,1
France,2000,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",0,1
France,2000,Cycling,Cycling Women's Individual Time Trial,0,1
France,2000,Cycling,Cycling Women's Sprint,1,1
France,2000,Fencing,"Fencing Men's Foil, Team",4,4
France,2000,Fencing,"Fencing Men's Sabre, Individual",0,1
France,2000,Fencing,"Fencing Men's Sabre, Team",0,4
France,2000,Fencing,"Fencing Men's epee, Individual",0,1
France,2000,Fencing,"Fencing Men's epee, Team",0,3
France,2000,Fencing,"Fencing Women's epee, Individual",0,1
France,2000,Gymnastics,Gymnastics Men's Horizontal Bar,0,1
France,2000,Gymnastics,Gymnastics Men's Pommelled Horse,0,1
France,2000,Judo,Judo Men's Half-Heavyweight,0,1
France,2000,Judo,Judo Men's Half-Lightweight,0,1
France,2000,Judo,Judo Men's Heavyweight,1,1
France,2000,Judo,Judo Men's Middleweight,0,1
France,2000,Judo,Judo Women's Half-Heavyweight,0,1
France,2000,Judo,Judo Women's Half-Middleweight,1,1
France,2000,Rowing,Rowing Men's Coxless Pairs,2,2
France,2000,Rowing,Rowing Men's Lightweight Coxless Fours,4,4
France,2000,Rowing,Rowing Men's Lightweight Double Sculls,0,2
France,2000,Shooting,"Shooting Men's Air Pistol, 10 metres",1,1
France,2000,Shooting,Shooting Women's Trap,0,1
France,2000,Swimming,Swimming Women's 200 metres Backstroke,0,1
France,2000,Synchronized Swimming,Synchronized Swimming Women's Duet,0,2
France,2000,Table Tennis,Table Tennis Men's Doubles,0,2
France,2000,Taekwondo,Taekwondo Men's Heavyweight,0,1
France,2000,Tennis,Tennis Men's Singles,0,1
France,2004,Athletics,Athletics Men's 400 metres Hurdles,0,1
